,Date,Time,frame_numbers,std_frames,min_displacements,max_displacements,mean_displacement,shift_list_x,shift_list_y,latency_times
0,2024-07-18,22:51:37,0,0.0,0.0,0.0,0.0,2.46661426939177e-12,1.116334794116318e-12,0.9872447418212891
1,2024-07-18,22:51:40,1,0.0,0.0,0.0,0.0,2.46661426939177e-12,1.116334794116318e-12,0.9320219921112061
2,2024-07-18,22:51:43,2,0.0,0.0,0.0,0.0,2.46661426939177e-12,1.116334794116318e-12,1.030372993850708
3,2024-07-18,22:51:46,3,0.0,0.0,0.0,0.0,0.14759183662980246,0.2530944208117661,0.9767133163452149
4,2024-07-18,22:51:49,4,0.0,0.0,0.0,0.0,0.0008975269639246654,0.0004513207973412931,0.8956364559173584
5,2024-07-18,22:51:52,5,0.0,0.0,0.0,0.0,-0.001003834767888957,-0.0009321459331987364,0.873576061630249
6,2024-07-18,22:51:55,6,0.0,0.0,0.0,0.0,-0.0006161911714046501,-0.0002823160905026155,1.0521050857543945
7,2024-07-18,22:51:57,7,0.0,0.0,0.0,0.0,0.0002523640083901065,7.54189777180105e-05,0.9602984355926514
8,2024-07-18,22:52:01,8,0.0,0.0,0.0,0.0,0.00039147467860815437,8.507907839260235e-05,0.9744900630950928
9,2024-07-18,22:52:03,9,0.0,0.0,0.0,0.0,-9.01357458509199e-06,-7.1008244142684846e-06,0.9615870880126953
10,2024-07-18,22:52:06,10,0.0,0.0,0.0,0.0,5.2272579967641475e-05,3.959417637183693e-05,0.8333982395172119
11,2024-07-18,22:52:09,11,0.0,0.0,0.0,0.0,1.6493942195705255e-12,2.1361430066456162e-12,1.041148083114624
12,2024-07-18,22:52:12,12,0.0,0.0,0.0,0.0,-0.009015861595659827,0.0011641532949922412,1.0077229904174805
13,2024-07-18,22:52:14,13,0.0,0.0,0.0,0.0,0.03599432697364854,-0.03505368657798316,1.0323902534484863
14,2024-07-18,22:52:17,14,0.0,0.0,0.0,0.0,-0.009211184786702584,-0.008665776684489215,1.0102707313537598
15,2024-07-18,22:52:20,15,0.0,0.0,0.0,0.0,-0.0008966181574158012,-0.0009279073215672666,0.9211827682495117
16,2024-07-18,22:52:23,16,0.0,0.0,0.0,0.0,0.001353568047267179,0.001098315172307169,1.270679848098755
17,2024-07-18,22:52:26,17,0.0,0.0,0.0,0.0,-0.0003852407854810857,-0.0003369590104760391,0.9999250339508057
18,2024-07-18,22:52:28,18,0.0,0.0,0.0,0.0,-0.5129951018065012,-0.3015297486505503,0.9787923263549805
19,2024-07-18,22:52:31,19,0.0,0.0,0.0,0.0,7.086307474802292e-12,5.552655074505968e-12,1.1190298961639404
20,2024-07-18,22:52:35,20,0.0,0.0,0.0,0.0,-0.0713246606743667,-0.029060312446721037,0.9290582107543945
21,2024-07-18,22:52:37,21,0.0,0.0,0.0,0.0,-0.038528290070661254,-0.0202347556338794,0.9494127201080322
22,2024-07-18,22:52:40,22,0.0,0.0,0.0,0.0,-0.019458802345551262,-0.015777119548222893,0.9601339267730713
23,2024-07-18,22:52:43,23,0.0,0.0,0.0,0.0,0.01803641066395725,0.020480768423897986,1.000184194946289
24,2024-07-18,22:52:46,24,0.0,0.0,0.0,0.0,-0.018072646723743112,-0.01805415881786239,0.9323800968170166
25,2024-07-18,22:52:49,25,0.0,0.0,0.0,0.0,7.068083646151166e-12,4.680813415321323e-12,1.1598082946777344
