,Date,Time,frame_numbers,std_frames,min_displacements,max_displacements,mean_displacement,shift_list_x,shift_list_y,latency_times
0,2024-08-12,15:23:18,0,0.0,0.0,0.0,0.0,-0.056382033591770325,0.02880021651905735,0.6509748863220215
1,2024-08-12,15:23:21,1,0.0,0.0,0.0,0.0,-0.035210240513041495,-0.0689737989453813,0.8395077156066895
2,2024-08-12,15:23:24,2,0.0,0.0,0.0,0.0,-0.4299509296409035,-0.2934594405685533,0.7359301017761231
3,2024-08-12,15:23:26,3,0.0,0.0,0.0,0.0,-0.4401995683847338,-0.3576145678073802,0.6817370819091797
4,2024-08-12,15:23:28,4,0.0,0.0,0.0,0.0,0.18142778251552352,0.24737282081782525,0.7211634086608887
5,2024-08-12,15:23:31,5,0.0,0.0,0.0,0.0,0.2445511736624653,0.2540450192078054,0.7773841785430908
6,2024-08-12,15:23:33,6,0.0,0.0,0.0,0.0,-0.34434332197015693,-0.21054417633633654,0.6930262016296387
7,2024-08-12,15:23:35,7,0.0,0.0,0.0,0.0,-0.07668431480015821,-0.07074359548221824,0.6752835678100586
8,2024-08-12,15:23:38,8,0.0,0.0,0.0,0.0,-0.34664817790889246,-0.2702440399529757,0.6755963729858399
9,2024-08-12,15:23:40,9,0.0,0.0,0.0,0.0,-0.24134192479267405,-0.2578131397706059,0.6814223693847656
10,2024-08-12,15:23:43,10,0.0,0.0,0.0,0.0,-0.3277530935984047,-0.2647539300181477,0.6961666511535645
11,2024-08-12,15:23:45,11,0.0,0.0,0.0,0.0,0.3448655857308246,0.27682617079312066,0.7259892391204834
12,2024-08-12,15:23:47,12,0.0,0.0,0.0,0.0,0.07297844962524265,0.04834443366172343,0.7684630321502686
13,2024-08-12,15:23:49,13,0.0,0.0,0.0,0.0,-0.15392229825816464,-0.05456971553383882,0.6807984279632568
14,2024-08-12,15:23:51,14,0.0,0.0,0.0,0.0,0.3459421270732921,0.2844488874781455,0.9838751720428467
15,2024-08-12,15:23:54,15,0.0,0.0,0.0,0.0,0.2746436591569289,0.33614893092400466,0.7387396263122559
16,2024-08-12,15:23:56,16,0.0,0.0,0.0,0.0,-0.03482768278050564,-0.1205899703515312,0.6575101779937744
17,2024-08-12,15:23:58,17,0.0,0.0,0.0,0.0,0.2790033502418737,0.23941846754938806,0.7299577163696289
18,2024-08-12,15:24:00,18,0.0,0.0,0.0,0.0,-0.15374691423474723,-0.24893241798189353,0.7613057064056397
19,2024-08-12,15:24:02,19,0.0,0.0,0.0,0.0,-0.4559290002283228,-0.40511299553457275,0.650288240814209
20,2024-08-12,15:24:04,20,0.0,0.0,0.0,0.0,-0.09327044365045091,0.06990383865446802,0.7971805500030518
21,2024-08-12,15:24:07,21,0.0,0.0,0.0,0.0,-0.21841345393326383,-0.2978076289316866,0.7451054023742676
22,2024-08-12,15:24:09,22,0.0,0.0,0.0,0.0,-0.1765971061974445,-0.08761504181746427,0.6827134059906006
23,2024-08-12,15:24:11,23,0.0,0.0,0.0,0.0,1.612153867331903,1.3930388352614533,0.6832946704864502
24,2024-08-12,15:24:14,24,0.0,0.0,0.0,0.0,-1.720741713283944,-1.5760085209226213,0.6987420486450195
25,2024-08-12,15:24:16,25,0.0,0.0,0.0,0.0,0.002314738378913782,-0.05951418460934762,0.6660605834960938
26,2024-08-12,15:24:18,26,0.0,0.0,0.0,0.0,-0.4020109127679654,-0.37458797012903183,0.7607559131622315
27,2024-08-12,15:24:21,27,0.0,0.0,0.0,0.0,-0.10001713598663509,0.08075553218370146,0.7068909572601318
28,2024-08-12,15:24:23,28,0.0,0.0,0.0,0.0,-0.9045977862238813,-0.8793459878702325,0.6671239303588867
29,2024-08-12,15:24:26,29,0.0,0.0,0.0,0.0,-0.0011949428607704626,0.17816061517012083,0.6874231266021729
30,2024-08-12,15:24:28,30,0.0,0.0,0.0,0.0,-0.7716069667115949,-0.704208948786831,0.6877325939178467
31,2024-08-12,15:24:31,31,0.0,0.0,0.0,0.0,-0.7730835033485575,-0.6375945072733549,0.6801980899810791
32,2024-08-12,15:24:33,32,0.0,0.0,0.0,0.0,-0.512975013839991,-0.36254896739331033,0.7170649932861328
33,2024-08-12,15:24:36,33,0.0,0.0,0.0,0.0,-0.6530803875458439,-0.3044301027172473,0.6871215270996094
34,2024-08-12,15:24:38,34,0.0,0.0,0.0,0.0,4.549006041031716,3.004401764932159,0.6517495082855225
35,2024-08-12,15:24:40,35,0.0,0.0,0.0,0.0,-0.48879440515778094,-0.5668825390068677,0.7292555736541748
36,2024-08-12,15:24:43,36,0.0021289047,0.0,0.9560911,4.8564916e-06,-1.0910178358824099,-0.9519039301102871,0.6681446002960205
37,2024-08-12,15:24:45,37,0.0018036854,0.0,0.9095865,3.857296e-06,4.088166084548956,2.6894258430903095,0.687221662902832
38,2024-08-12,15:24:47,38,0.004087404,0.0,1.1146537,1.897291e-05,0.3688773447877048,0.2384376383062669,0.7217263149261475
39,2024-08-12,15:24:49,39,0.014993085,0.0,1.4934902,0.00020312461,-0.35786347516550726,0.1906491471912426,0.7087725566864014
40,2024-08-12,15:24:51,40,0.019370133,0.0,1.5958824,0.00031924332,0.07341393164827223,-0.04758619435900705,0.675150768661499
41,2024-08-12,15:24:53,41,0.025747119,0.0,1.8531148,0.0004931313,-1.1976650078199638,-1.0808047434286305,0.6570264266967774
42,2024-08-12,15:24:56,42,0.04819088,0.0,1.876638,0.0016497034,-2.488793436839433,-2.3849244432403536,0.7917076515197754
43,2024-08-12,15:24:58,43,0.04473073,0.0,1.9136286,0.0014291245,-0.1508563273586333,-0.10200242605077768,0.7888559268951416
44,2024-08-12,15:25:00,44,0.058483504,0.0,2.3495362,0.0020214333,-1.0857176910948025,-1.0253159277519277,0.7010780738830567
45,2024-08-12,15:25:03,45,0.05222216,0.0,2.1161523,0.0017990522,-1.6104160899524116,-1.0220316095703252,0.8232444690704346
46,2024-08-12,15:25:05,46,0.07265711,0.0,2.6126194,0.002806563,-10.453465018049975,-7.663034399289476,0.7537948059082031
47,2024-08-12,15:25:08,47,0.06658168,0.0,2.7973673,0.0022808665,0.6346795902096971,0.7438436004263631,0.6869911121368408
