,Date,Time,frame_numbers,std_frames,min_displacements,max_displacements,mean_displacement,shift_list_x,shift_list_y,latency_times
0,2024-05-20,14:58:47,0,0.0,0.0,0.0,0.0,0.0050093329145567385,0.0023537527759926076,0.7948709892272949
1,2024-05-20,14:58:51,1,0.0,0.0,0.0,0.0,3.190709023741119,2.6213681465060343,1.0988978313446045
2,2024-05-20,14:58:54,2,0.0,0.0,0.0,0.0,0.02208437794426741,0.01780758461802438,1.0591396259307861
3,2024-05-20,14:58:57,3,0.0,0.0,0.0,0.0,0.2367188955071577,0.22831857258088586,1.0619012283325195
4,2024-05-20,14:59:00,4,0.0,0.0,0.0,0.0,-0.09251585772855205,-0.05530959781067541,1.0724443363189697
5,2024-05-20,14:59:04,5,0.0,0.0,0.0,0.0,0.16484384011210423,0.04870268329450366,0.7749813961029053
6,2024-05-20,14:59:07,6,0.0,0.0,0.0,0.0,-0.053227069773977155,-0.09578696756433192,1.012900249862671
7,2024-05-20,14:59:10,7,0.0,0.0,0.0,0.0,0.28196383597416474,0.43321245643769896,0.9391788410186768
8,2024-05-20,14:59:13,8,0.0,0.0,0.0,0.0,0.3992476025368388,0.15090573320797698,1.1060079502105713
9,2024-05-20,14:59:17,9,0.0,0.0,0.0,0.0,0.19155952008970903,-0.013341671740185811,0.7859732078552246
10,2024-05-20,14:59:20,10,0.0,0.0,0.0,0.0,-0.4532851579550995,-0.2655650346581129,0.8438993858337402
11,2024-05-20,14:59:22,11,0.0,0.0,0.0,0.0,0.190108212325608,0.1282449566409961,0.7957047389984131
12,2024-05-20,14:59:26,12,0.0,0.0,0.0,0.0,-0.07803120934719407,-0.08050469979646238,0.9529181884765625
13,2024-05-20,14:59:29,13,0.0,0.0,0.0,0.0,0.287617934123238,0.21974007035564805,1.0196627544403076
14,2024-05-20,14:59:32,14,0.0,0.0,0.0,0.0,-0.36697947824314486,-0.23210722910399384,0.9234684871673584
15,2024-05-20,14:59:35,15,0.0,0.0,0.0,0.0,-0.4157196197815136,-0.40774311069922514,1.0214282440185547
16,2024-05-20,14:59:39,16,0.0,0.0,0.0,0.0,-0.35500374448255806,-0.2606418664936577,0.7939092086791992
17,2024-05-20,14:59:43,17,0.0,0.0,0.0,0.0,0.4012699428051256,0.26398860018060283,0.8593710826873779
18,2024-05-20,14:59:46,18,0.0,0.0,0.0,0.0,0.21588616498995608,0.15592699630177112,0.8242193626403809
19,2024-05-20,14:59:50,19,0.0,0.0,0.0,0.0,-0.19384410686863957,-0.029904511574845014,0.7449127601623535
20,2024-05-20,14:59:53,20,0.0,0.0,0.0,0.0,-0.5770251521275235,-0.49452219239403217,1.0225404666900635
21,2024-05-20,14:59:57,21,0.0,0.0,0.0,0.0,0.03744650659825441,-0.02098206231110763,1.0574110912322998
22,2024-05-20,15:00:00,22,0.0,0.0,0.0,0.0,-0.5203476881367747,-0.34276711482558314,0.9189032482147217
