"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AY1","AY2","KA1","MA1","MD1","MW1","OD1","REM","EQD"
"36871099999","2019-01-05T03:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","080,1,N,0010,1","99999,9,9,N","002200,1,9,9","-0055,1","+9999,9","99999,9",,"0001,3,1,000050,9,9",,,,,,,,"SYN08036871 36/22 /0801 11055 2//// 3//// 4//// 5//// 333 4/997 55042 555 21055 7000/=",
"36871099999","2019-01-05T06:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","080,1,N,0010,1","99999,9,9,N","004100,1,9,9","-0046,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 36/41 /0801 11046 2//// 3//// 4//// 5////=",
"36871099999","2019-01-05T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","060,1,N,0010,1","99999,9,9,N","006000,1,9,9","-0035,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/56 /0601 11035 2//// 3//// 4//// 5////=",
"36871099999","2019-01-05T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","004800,1,9,9","-0050,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/48 /0401 11050 2//// 3//// 4//// 5////=",
"36871099999","2019-01-05T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001500,1,9,9","-0056,1","+9999,9","99999,9",,,,,"240,M,-0035,1",,,,,"SYN05836871 36/15 /0000 11056 2//// 3//// 4//// 5//// 333 11035=",
"36871099999","2019-01-05T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001200,1,9,9","-0057,1","+9999,9","99999,9",,,,,"120,M,-0035,1",,,,,"SYN05836871 36/12 /0000 11057 2//// 3//// 4//// 5//// 333 11035=",
"36871099999","2019-01-05T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","160,1,N,0010,1","99999,9,9,N","001700,1,9,9","-0057,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/17 /1601 11057 2//// 3//// 4//// 5////=",
"36871099999","2019-01-06T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","150,1,N,0010,1","99999,9,9,N","002800,1,9,9","-0063,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/28 /1501 11063 2//// 3//// 4//// 5////=",
"36871099999","2019-01-06T03:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","002600,1,9,9","-0069,1","+9999,9","99999,9",,"0001,3,1,000050,9,9",,,,,,,,"SYN08036871 36/26 /3201 11069 2//// 3//// 4//// 5//// 333 4/997 55000 555 21069 7000/=",
"36871099999","2019-01-06T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","003900,1,9,9","-0033,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/39 /3601 11033 2//// 3//// 4//// 5////=",
"36871099999","2019-01-06T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002100,1,9,9","-0072,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/21 /0000 11072 2//// 3//// 4//// 5////=",
"36871099999","2019-01-06T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002300,1,9,9","-0089,1","+9999,9","99999,9",,,,,"240,M,-0033,1",,,,,"SYN05836871 36/23 /0000 11089 2//// 3//// 4//// 5//// 333 11033=",
"36871099999","2019-01-06T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","000700,1,9,9","-0079,1","+9999,9","99999,9",,,,,"120,M,-0033,1",,,,,"SYN05836871 36/07 /3201 11079 2//// 3//// 4//// 5//// 333 11033=",
"36871099999","2019-01-06T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","000300,1,9,9","-0118,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/03 /0000 11118 2//// 3//// 4//// 5////=",
"36871099999","2019-01-07T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","005000,1,9,9","-0138,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/50 /0000 11138 2//// 3//// 4//// 5////=",
"36871099999","2019-01-07T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","010000,1,9,9","-0009,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/60 /0501 11009 2//// 3//// 4//// 5////=",
"36871099999","2019-01-07T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002600,1,9,9","-0098,1","+9999,9","99999,9",,,,,"240,M,-0009,1",,,,,"SYN05836871 36/26 /0000 11098 2//// 3//// 4//// 5//// 333 11009=",
"36871099999","2019-01-07T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","003400,1,9,9","-0113,1","+9999,9","99999,9",,,,,"120,M,-0009,1",,,,,"SYN05836871 36/34 /2701 11113 2//// 3//// 4//// 5//// 333 11009=",
"36871099999","2019-01-07T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002600,1,9,9","-0098,1","+9999,9","99999,9",,,,,"240,M,-0009,1",,,,,"SYN05836871 36/26 /0000 11098 2//// 3//// 4//// 5//// 333 11009=",
"36871099999","2019-01-08T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","009000,1,9,9","+0049,1","-0069,1","10121,1",,,,,,"99999,9,09173,1",,,,"SYN04836871 46/59 /0301 10049 21069 39173 40121 5////=",
"36871099999","2019-01-08T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","005000,1,9,9","-0005,1","-0047,1","10147,1",,,,,,"99999,9,09179,1","2,1,006,1,+999,9",,,"SYN04836871 46/50 /0000 11005 21047 39179 40147 52006=",
"36871099999","2019-01-08T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,N","006000,1,9,9","-0024,1","-0059,1","10181,1",,,,,"240,M,+0065,1","99999,9,09203,1","2,1,024,1,+999,9",,,"SYN05836871 36/56 /2801 11024 21059 39203 40181 52024 333 10065=",
"36871099999","2019-01-08T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","360,1,N,0020,1","99999,9,9,N","011000,1,9,9","+0019,1","-0038,1","10200,1",,,,,"120,M,+0065,1","99999,9,09235,1","2,1,032,1,+999,9",,,"SYN05836871 36/61 /3602 10019 21038 39235 40200 52032 333 10065=",
"36871099999","2019-01-08T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","014000,1,9,9","+0016,1","+0016,1","10230,1",,,,,,"99999,9,09262,1","2,1,027,1,+999,9",,,"SYN04836871 46/64 /0000 10016 20016 39262 40230 52027=",
"36871099999","2019-01-09T06:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","080,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0019,1","+0019,1","10251,1","00,0030,3,1",,,,,"99999,9,09282,1","2,1,005,1,+999,9",,,"SYN05436871 16/// /0801 10019 20019 39282 40251 52005 60030=",
"36871099999","2019-01-09T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","170,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0020,1","+0020,1","10244,1",,,,,,"99999,9,09276,1","7,1,006,1,+999,9",,,"SYN04836871 46/// /1701 10020 20020 39276 40244 57006=",
"36871099999","2019-01-09T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0004,1","-0004,1","10249,1",,,,,,"99999,9,09272,1","7,1,004,1,+999,9",,,"SYN04836871 46/// /0000 11004 21004 39272 40249 57004=",
"36871099999","2019-01-09T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0041,1","-0041,1","10241,1","00,0003,3,1",,,,"120,M,+0024,1","99999,9,09252,1","7,1,015,1,+999,9",,,"SYN06436871 16/// /0000 11041 21041 39252 40241 57015 69930 333 10024=",
"36871099999","2019-01-09T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,N","002500,1,9,9","-0064,1","-0064,1","10227,1",,,,,,"99999,9,09231,1","7,1,021,1,+999,9",,,"SYN04836871 46/25 /2801 11064 21064 39231 40227 57021=",
"36871099999","2019-01-10T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","270,1,N,0010,1","99999,9,9,N","000700,1,9,9","-0075,1","-0075,1","10230,1",,,,,,"99999,9,09229,1","7,1,002,1,+999,9",,,"SYN04836871 46/07 /2701 11075 21075 39229 40230 57002=",
"36871099999","2019-01-10T03:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","005000,1,9,9","-0073,1","-0073,1","10215,1",,,,,,"99999,9,09217,1","7,1,012,1,+999,9",,,"SYN07436871 36/50 /0000 11073 21073 39217 40215 57012 333 55000 555 21075 7993/=",
"36871099999","2019-01-10T06:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002600,1,9,9","-0008,1","-0008,1","10191,1",,,,,,"99999,9,09218,1","2,1,001,1,+999,9",,,"SYN04836871 36/26 /0000 11008 21008 39218 40191 52001=",
"36871099999","2019-01-10T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","000200,1,9,9","-0020,1","-0020,1","10186,1",,,,,,"99999,9,09209,1","7,1,009,1,+999,9",,,"SYN04836871 46/02 /0301 11020 21020 39209 40186 57009=",
"36871099999","2019-01-10T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","000100,1,9,9","-0030,1","-0030,1","10193,1",,,,,,"99999,9,09212,1","2,1,003,1,+999,9",,,"SYN04836871 46/01 /0000 11030 21030 39212 40193 52003=",
"36871099999","2019-01-10T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","000200,1,9,9","-0038,1","-0038,1","10194,1",,,,,"240,M,+0017,1","99999,9,09210,1","7,1,002,1,+999,9",,,"SYN05836871 36/02 /0000 11038 21038 39210 40194 57002 333 10017=",
"36871099999","2019-01-10T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","210,1,N,0010,1","99999,9,9,N","000100,1,9,9","-0051,1","-0051,1","10199,1",,,,,"120,M,+0017,1","99999,9,09210,1","4,1,000,1,+999,9",,,"SYN05836871 36/01 /2101 11051 21051 39210 40199 54000 333 10017=",
"36871099999","2019-01-10T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","300,1,N,0010,1","99999,9,9,N","002000,1,9,9","-0059,1","-0059,1","10212,1",,,,,,"99999,9,09219,1","2,1,009,1,+999,9",,,"SYN04836871 46/20 /3001 11059 21059 39219 40212 52009=",
"36871099999","2019-01-11T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","000900,1,9,9","-0065,1","-0065,1","10209,1",,,,,,"99999,9,09214,1","7,1,005,1,+999,9",,,"SYN04836871 46/09 /0000 11065 21065 39214 40209 57005=",
"36871099999","2019-01-11T03:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","002200,1,9,9","-0072,1","-0072,1","10214,1",,"0001,3,1,000050,9,9",,,,"99999,9,09216,1","2,1,002,1,+999,9",,,"SYN08036871 36/22 /0000 11072 21072 39216 40214 52002 333 4/997 55041 555 21073 7000/=",
"36871099999","2019-01-11T06:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","220,1,N,0010,1","99999,9,9,N","001700,1,9,9","-0049,1","-0049,1","10199,1",,,,,,"99999,9,09211,1","7,1,005,1,+999,9",,,"SYN04836871 36/17 /2201 11049 21049 39211 40199 57005=",
"36871099999","2019-01-11T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001400,1,9,9","-0036,1","-0036,1","10191,1",,,,,,"99999,9,09208,1","7,1,003,1,+999,9",,,"SYN04836871 46/14 /0000 11036 21036 39208 40191 57003=",
"36871099999","2019-01-11T15:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001500,1,9,9","-0047,1","-0047,1","10249,1",,,,,"240,M,-0036,1","99999,9,09257,1",,,,"SYN05836871 36/15 /0000 11047 21047 39257 40249 5//// 333 11036=",
"36871099999","2019-01-11T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0005,1","-0005,1","10256,1",,,,,,"99999,9,09278,1","2,1,021,1,+999,9",,,"SYN05836871 36/// /3601 11005 21005 39278 40256 52021 333 11036=","Q01-3.6  2EATMX "
"36871099999","2019-01-11T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","003500,1,9,9","+0001,1","+0001,1","10270,1",,,,,,"99999,9,09293,1","2,1,015,1,+999,9",,,"SYN04836871 46/35 /0000 10001 20001 39293 40270 52015=",
"36871099999","2019-01-12T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001700,1,9,9","-0003,1","-0003,1","10293,1",,,,,,"99999,9,09312,1","2,1,019,1,+999,9",,,"SYN04836871 46/17 /0000 11003 21003 39312 40293 52019=",
"36871099999","2019-01-12T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","011000,1,9,9","+0005,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/61 /1101 10005 2//// 3//// 4//// 5////=",
"36871099999","2019-01-12T12:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","170,1,N,0010,1","99999,9,9,N","002800,1,9,9","-0025,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/28 /1701 11025 2//// 3//// 4//// 5////=",
"36871099999","2019-01-12T18:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","005000,1,9,9","-0066,1","-0066,1","10368,1","00,0004,3,1",,,,"120,M,+0007,1","99999,9,09357,1",,,,"SYN06436871 16/50 /0000 11066 21066 39357 40368 5//// 69940 333 10007=",
"36871099999","2019-01-12T21:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","012000,1,9,9","-0107,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/62 /0000 11107 2//// 3//// 4//// 5////=",
"36871099999","2019-01-13T00:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","009000,1,9,9","-0131,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/59 /0000 11131 2//// 3//// 4//// 5////=",
"36871099999","2019-01-13T03:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","009000,1,9,9","-0146,1","-0146,1","10385,1",,"0001,3,1,000050,9,9",,,,"99999,9,09342,1",,,,"SYN08036871 36/59 /0000 11146 21146 39342 40385 5//// 333 4/997 55000 555 21146 7994/=",
"36871099999","2019-01-13T06:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","012000,1,9,9","-0032,2","+9999,9","99999,9",,,,,,,,,,"SYN04836871 36/62 /0501 11032 2//// 3//// 4//// 5////=",
"36871099999","2019-01-13T09:00:00","4","43.1833333","76.75","810.0","KARASAYSKY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","003500,1,9,9","-0043,1","+9999,9","99999,9",,,,,,,,,,"SYN04836871 46/35 /0401 11043 2//// 3//// 4//// 5////=",
