"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","OD1","REM","EQD"
"36870099999","2019-03-31T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0057,1","+0034,1","10225,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09230,1","7,1,009,1,+999,9",,"3,99,0060,1,999","SYN07436870 429// 50000 10057 20034 39230 40225 57009 80001 333 91106 555 11003=","Q01    003SCCGA1"
"36870099999","2019-03-31T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0087,1","+0039,1","10215,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09231,1","3,1,001,1,+999,9",,,"SYN08636870 32998 20000 10087 20039 39231 40215 53001 80001 333 55002 555 20053 31002 7003/=","Q01    003SCCGA1"
"36870099999","2019-03-31T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","350,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0137,1","+0060,1","10188,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,"240,N,+0053,1","99999,9,09223,1","8,1,008,1,+999,9",,,"SYN05836870 32998 03501 10137 20060 39223 40188 58008 333 20053=",
"36870099999","2019-03-31T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","020000,1,9,9","+0172,1","+0062,1","10165,1",,,,,,"02,1,+01250,1,08,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09213,1","7,1,010,1,+999,9",,,"SYN05436870 42698 20000 10172 20062 39213 40165 57010 82100=",
"36870099999","2019-03-31T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0170,1","+0069,1","10173,1",,,,,,"06,1,+01250,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,01,1","9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,01250,1,99,9,99,9",,,"99999,9,09220,1","3,1,007,1,+999,9",,,"SYN06436870 42697 80000 10170 20069 39220 40173 53007 86979 555 10020=",
"36870099999","2019-03-31T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0139,1","+0074,1","10186,1",,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,"240,M,+0183,1","99999,9,09222,1","2,1,002,1,+999,9",,,"SYN06436870 329// 80000 10139 20074 39222 40186 52002 8807/ 333 10183=",
"36870099999","2019-03-31T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0111,1","+0066,1","10188,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0183,1","99999,9,09214,1","8,1,008,1,+999,9",,,"SYN06436870 329// 80000 10111 20066 39214 40188 58008 80001 333 10183=","Q01    003SCCGA1"
"36870099999","2019-03-31T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0102,1","+0034,1","10185,1",,,,,,"05,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,99999,9,99,9,99,9",,,"99999,9,09208,1","7,1,006,1,+999,9",,,"SYN05436870 429// 80000 10102 20034 39208 40185 57006 85071=",
"36870099999","2019-04-01T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0099,1","+0022,1","10174,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09197,1","7,1,011,1,+999,9",,"3,99,0030,1,999","SYN06836870 429// 00000 10099 20022 39197 40174 57011 333 91103 555 11005=",
"36870099999","2019-04-01T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0141,1","+0030,1","10145,1",,,,,,,,,,"00,99,5,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09184,1","7,1,013,1,+999,9",,,"SYN08036870 32998 00000 10141 20030 39184 40145 57013 333 55098 555 20091 31004 7000/=",
"36870099999","2019-04-01T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0198,1","+0061,1","10123,1",,,,,,"02,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,01250,1,99,9,99,9",,"240,N,+0091,1","99999,9,09183,1","7,1,001,1,+999,9",,,"SYN06436870 32698 80000 10198 20061 39183 40123 57001 82231 333 20091=",
"36870099999","2019-04-01T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","280,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0147,1","+0073,1","10176,1",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09215,1","3,1,032,1,+999,9",,,"SYN05436870 42597 82802 10147 20073 39215 40176 53032 889//=",
"36870099999","2019-04-01T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0101,1","+0045,1","10221,1",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09240,1","2,1,025,1,+999,9",,,"SYN06436870 42597 80000 10101 20045 39240 40221 52025 889// 555 10012=",
"36870099999","2019-04-01T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0078,1","+0066,1","10223,1","00,0020,3,1",,,"8,1,02,1","2,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"120,M,+0202,1","99999,9,09236,1","8,1,010,1,+999,9","02,1",,"SYN07636870 115// 80000 10078 20066 39236 40223 58010 60020 70282 889// 333 10202=",
"36870099999","2019-04-01T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0082,1","+9999,9","10216,1",,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"99999,9,09230,1","7,1,006,1,+999,9",,,"SYN05436870 425// 80000 10082 20086 39230 40216 57006 8697/=","Q018.6   2ATOD  "
"36870099999","2019-04-02T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0077,1","+0060,1","10232,1",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09243,1","3,1,013,1,+999,9",,"3,99,0070,1,999","SYN07436870 425// 80000 10077 20060 39243 40232 53013 889// 333 91107 555 11007=",
"36870099999","2019-04-02T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","030,1,N,0030,1","99999,9,9,N","020000,1,9,9","+0110,1","+0028,1","10203,1","00,0003,3,1",,,,,"03,1,+01250,1,08,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,03,1,99,9,01250,1,99,9,99,9",,"240,N,+0069,1","99999,9,09227,1","8,1,026,1,+999,9",,,"SYN07036870 12698 60303 10110 20028 39227 40203 58026 69930 83131 333 20069=",
"36870099999","2019-04-02T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","030,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0103,1","+0027,1","10196,1",,,,,,"08,1,+01250,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,01250,1,99,9,99,9",,,"99999,9,09218,1","3,1,009,1,+999,9",,,"SYN05436870 42697 80301 10103 20027 39218 40196 53009 889//=",
"36870099999","2019-04-02T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0115,1","+0032,1","10191,1",,,,,,"06,1,+01250,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,01250,1,99,9,99,9",,,"99999,9,09217,1","7,1,001,1,+999,9",,,"SYN06436870 42697 80402 10115 20032 39217 40191 57001 86971 555 10014=",
"36870099999","2019-04-02T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0061,1","+0034,1","10232,1",,,,,,"08,1,+01250,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,01250,1,99,9,99,9",,"240,M,+0129,1","99999,9,09237,1","3,1,020,1,+999,9",,,"SYN06436870 326// 80000 10061 20034 39237 40232 53020 889// 333 10129=",
"36870099999","2019-04-02T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0060,1","+0040,1","10230,1",,,,,,"08,1,+01250,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,01250,1,99,9,99,9",,"120,M,+0129,1","99999,9,09235,1","8,1,002,1,+999,9",,,"SYN06436870 326// 80000 10060 20040 39235 40230 58002 889// 333 10129=",
"36870099999","2019-04-02T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","999999,9,9,9","+0051,1","+0025,1","10210,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","04,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09213,1","7,1,022,1,+999,9",,,"SYN05436870 429// 40000 10051 20025 39213 40210 57022 80001=","Q01    003SCCGA1"
"36870099999","2019-04-03T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0043,1","+0031,1","10221,1",,,,,,"08,1,+01250,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,01250,1,99,9,99,9",,,"99999,9,09221,1","3,1,008,1,+999,9",,"3,99,0060,1,999","SYN07436870 426// 80000 10043 20031 39221 40221 53008 889// 333 91106 555 11005=",
"36870099999","2019-04-03T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0069,1","+0028,1","10207,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09217,1","8,1,004,1,+999,9",,,"SYN08636870 32998 80000 10069 20028 39217 40207 58004 80001 333 55029 555 20043 31002 7000/=","Q01    003SCCGA1"
"36870099999","2019-04-03T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0147,1","+0041,1","10167,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,N,+0043,1","99999,9,09206,1","7,1,011,1,+999,9",,,"SYN06436870 32998 80000 10147 20041 39206 40167 57011 80001 333 20043=","Q01    003SCCGA1"
"36870099999","2019-04-03T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","350,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0202,1","+0045,1","10138,1",,,,,,"02,1,+01250,1,09,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,01250,1,99,9,99,9",,,"99999,9,09197,1","7,1,009,1,+999,9",,,"SYN05436870 42697 83501 10202 20045 39197 40138 57009 82903=",
"36870099999","2019-04-03T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","010,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0226,1","+0071,1","10125,1",,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9",,,"99999,9,09193,1","7,1,004,1,+999,9",,,"SYN06436870 42997 80101 10226 20071 39193 40125 57004 83052 555 10031=",
"36870099999","2019-04-03T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0191,1","+0036,1","10140,1",,,,,,"02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,99999,9,99,9,99,9",,"240,M,+0227,1","99999,9,09196,1","3,1,003,1,+999,9",,,"SYN06436870 329// 60000 10191 20036 39196 40140 53003 82031 333 10227=",
"36870099999","2019-04-03T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0159,1","+0030,1","10148,1",,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","05,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0227,1","99999,9,09192,1","8,1,004,1,+999,9",,,"SYN06436870 329// 50000 10159 20030 39192 40148 58004 80001 333 10227=","Q01    003SCCGA1"
"36870099999","2019-04-03T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0151,1","+0041,1","10154,1",,,,,,"05,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,99999,9,99,9,99,9",,,"99999,9,09196,1","3,1,004,1,+999,9",,,"SYN05436870 429// 80000 10151 20041 39196 40154 53004 85052=",
"36870099999","2019-04-04T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0151,1","+0030,1","10157,1",,,,,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"99999,9,09198,1","2,1,002,1,+999,9",,"3,99,0040,1,999","SYN07436870 425// 82801 10151 20030 39198 40157 52002 8597/ 333 91104 555 10010=",
"36870099999","2019-04-04T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","280,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0154,1","+0068,1","10200,1",,,,,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,,"99999,9,09239,1","2,1,041,1,+999,9",,,"SYN08636870 32598 82801 10154 20068 39239 40200 52041 8597/ 333 55095 555 20141 30008 7000/=",
"36870099999","2019-04-04T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0149,1","+0077,1","10204,1",,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,"240,N,+0141,1","99999,9,09241,1","2,1,002,1,+999,9",,,"SYN06436870 32598 82301 10149 20077 39241 40204 52002 8697/ 333 20141=",
"36870099999","2019-04-04T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","290,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0158,1","+0097,1","10191,1",,,,"7,1,02,1","2,1,02,1","03,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,09233,1","8,1,008,1,+999,9","02,1",,"SYN06036870 41597 82901 10158 20097 39233 40191 58008 70272 83944=",
"36870099999","2019-04-04T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","260,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0172,1","+0093,1","10186,1",,,,"8,1,02,1","2,1,02,1","06,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"99999,9,09233,1","4,1,000,1,+999,9","02,1",,"SYN07036870 41597 82601 10172 20093 39233 40186 54000 70282 86974 555 1/022=",
"36870099999","2019-04-04T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0122,1","+0100,1","10193,1","00,0010,3,1",,,"8,1,02,1","2,1,02,1","04,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,04,1,99,9,00800,1,99,9,99,9",,"120,M,+0184,1","99999,9,09223,1","8,1,021,1,+999,9","02,1",,"SYN07636870 115// 80000 10122 20100 39223 40193 58021 60010 70282 84944 333 10184=",
"36870099999","2019-04-04T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0110,1","+0087,1","10185,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09212,1","7,1,011,1,+999,9",,,"SYN05436870 425// 80000 10110 20087 39212 40185 57011 82934=",
"36870099999","2019-04-05T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0116,1","+0063,1","10171,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09200,1","7,1,012,1,+999,9",,"3,99,0040,1,999","SYN07436870 425// 80000 10116 20063 39200 40171 57012 82944 333 91104 555 10011=",
"36870099999","2019-04-05T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","020000,1,9,9","+0138,1","+0082,1","10163,1",,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09201,1","3,1,001,1,+999,9",,,"SYN08636870 32598 80000 10138 20082 39201 40163 53001 82941 333 55031 555 20106 31007 7001/=",
"36870099999","2019-04-05T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","010,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0171,1","+0068,1","10147,1",,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9",,"240,N,+0106,1","99999,9,09196,1","8,1,005,1,+999,9",,,"SYN06436870 32997 80102 10171 20068 39196 40147 58005 83041 333 20106=",
"36870099999","2019-04-05T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0204,1","+0089,1","10130,1",,,,,,"03,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,00800,1,99,9,99,9",,,"99999,9,09192,1","2,1,004,1,+999,9",,,"SYN05436870 42597 80000 10204 20089 39192 40130 52004 83932=",
"36870099999","2019-04-05T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","140,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0168,1","+0076,1","10153,1",,,,"8,1,02,1","2,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09201,1","3,1,009,1,+999,9","80,1",,"SYN07036870 41597 81402 10168 20076 39201 40153 53009 78082 889// 555 11017=",
"36870099999","2019-04-05T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0113,1","+0102,1","10220,1","00,0110,3,1",,,"8,1,02,1","8,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"120,M,+0207,1","99999,9,09245,1","2,1,001,1,+999,9","80,1",,"SYN07636870 115// 80000 10113 20102 39245 40220 52001 60110 78088 889// 333 10207=",
"36870099999","2019-04-05T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0102,1","+0092,1","10209,1",,,,"8,1,02,1","8,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09232,1","8,1,013,1,+999,9","02,1",,"SYN06036870 415// 80000 10102 20092 39232 40209 58013 70288 889//=",
"36870099999","2019-04-06T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0100,1","+0078,1","10202,1",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09224,1","7,1,008,1,+999,9",,"3,99,0050,1,999","SYN07436870 425// 80000 10100 20078 39224 40202 57008 889// 333 91105 555 11010=",
"36870099999","2019-04-06T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","001000,1,9,9","+0099,1","+0095,1","10244,1","00,0050,3,1",,,"8,1,02,1","2,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"240,N,+0094,1","99999,9,09262,1","2,1,019,1,+999,9","82,1",,"SYN07636870 11594 80000 10099 20095 39262 40244 52019 60050 78282 889// 333 20094=",
"36870099999","2019-04-06T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","004000,1,9,9","+0103,1","+0097,1","10247,1",,,,"8,1,02,1","8,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09266,1","2,1,004,1,+999,9","80,1",,"SYN06036870 41596 80000 10103 20097 39266 40247 52004 78088 889//=",
"36870099999","2019-04-06T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0093,1","+0087,1","10266,1",,,,"8,1,02,1","8,1,02,1","08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09280,1","2,1,014,1,+999,9","81,1",,"SYN07036870 41596 80401 10093 20087 39280 40266 52014 78188 889// 555 11012=",
"36870099999","2019-04-06T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0077,1","+0069,1","10273,1","00,0450,3,1",,,"8,1,02,1","2,1,02,1","06,1,+01250,1,09,1","99,9,+99999,9,04,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,01250,1,99,9,99,9",,"120,M,+0107,1","99999,9,09280,1","8,1,016,1,+999,9","02,1",,"SYN07636870 116// 80000 10077 20069 39280 40273 58016 60450 70282 8691/ 333 10107=",
"36870099999","2019-04-06T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0081,1","+0064,1","10250,1",,,,,,"08,1,+01250,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,01250,1,99,9,99,9",,,"99999,9,09260,1","7,1,020,1,+999,9",,,"SYN05436870 426// 80000 10081 20064 39260 40250 57020 889//=",
"36870099999","2019-04-07T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0073,1","+0065,1","10253,1",,,,,,"08,1,+99999,9,04,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09261,1","3,1,001,1,+999,9",,"3,99,0030,1,999","SYN07436870 429// 80000 10073 20065 39261 40253 53001 8801/ 333 91103 555 11008=",
"36870099999","2019-04-07T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0099,1","+0040,1","10232,1","00,0010,3,1",,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"240,N,+0072,1","99999,9,09250,1","7,1,005,1,+999,9",,,"SYN07036870 12597 80201 10099 20040 39250 40232 57005 60010 889// 333 20072=",
"36870099999","2019-04-07T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","020,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0115,1","+0035,1","10217,1",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09242,1","7,1,008,1,+999,9",,,"SYN05436870 42597 80201 10115 20035 39242 40217 57008 889//=",
"36870099999","2019-04-07T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0122,1","+0036,1","10201,1",,,,,,"07,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,07,1,99,9,00800,1,99,9,99,9",,,"99999,9,09229,1","7,1,013,1,+999,9",,,"SYN06436870 42597 80401 10122 20036 39229 40201 57013 8797/ 555 11015=",
