"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","OD1","REM","EQD"
"36870099999","2022-03-25T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0009,1","-0031,1","10276,1",,,,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"99999,9,09260,1","2,1,001,1,+999,9",,"3,99,0030,1,999","SYN07436870 425// 80901 10009 21031 39260 40276 52001 8697/ 333 91103 555 1/102=",
"36870099999","2022-03-25T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0020,1","99999,9,9,N","010000,1,9,9","+0054,1","-0023,1","10251,1","00,0006,3,1",,,"8,1,02,1","2,1,02,1",,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,00800,1,99,9,99,9",,"240,N,+0004,1","99999,9,09254,1","8,1,012,1,+999,9","02,1",,"SYN07636870 11597 63602 10054 21023 39254 40251 58012 69960 70282 82931 333 20004=",
"36870099999","2022-03-25T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0079,1","-0011,1","10219,1",,,,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","06,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09233,1","7,1,021,1,+999,9",,,"SYN05436870 42597 60401 10079 21011 39233 40219 57021 82931=",
"36870099999","2022-03-25T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","150,1,N,0030,1","99999,9,9,N","010000,1,9,9","+0076,1","-0018,1","10204,1",,,,,,,,,,,,,,,"99999,9,09218,1","7,1,015,1,+999,9",,,"SYN05836870 42997 01503 10076 21018 39218 40204 57015 555 11010=",
"36870099999","2022-03-25T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0043,1","+0003,1","10192,1",,,,,,,,,,,,,,"240,M,+0085,1","99999,9,09197,1","7,1,021,1,+999,9",,,"SYN05836870 329// 00000 10043 20003 39197 40192 57021 333 10085=",
"36870099999","2022-03-25T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0030,1","-0001,1","10185,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0085,1","99999,9,09186,1","7,1,011,1,+999,9",,,"SYN06436870 329// 80000 10030 21001 39186 40185 57011 80004 333 10085=","Q01    003SCCGA1"
"36870099999","2022-03-25T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0024,1","-0002,1","10176,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09176,1","7,1,010,1,+999,9",,,"SYN05436870 429// 80000 10024 21002 39176 40176 57010 80001=","Q01    003SCCGA1"
"36870099999","2022-03-26T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0044,1","+0001,1","10163,1",,,,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9",,,"99999,9,09171,1","7,1,005,1,+999,9",,"3,99,0040,1,999","SYN07436870 429// 80000 10044 20001 39171 40163 57005 83071 333 91104 555 11003=",
"36870099999","2022-03-26T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0058,1","-0002,1","10128,1",,"9999,1,9,999999,9,9",,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9","25,9",,"99999,9,09144,1","7,1,027,1,+999,9",,,"SYN08636870 32997 80501 10058 21002 39144 40128 57027 83031 333 41999 55082 555 20022 7000/=",
"36870099999","2022-03-26T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0106,1","+0015,1","10098,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,"240,N,+0022,1","99999,9,09133,1","7,1,011,1,+999,9",,,"SYN06436870 32997 83601 10106 20015 39133 40098 57011 8805/ 333 20022=",
"36870099999","2022-03-26T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","320,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0132,1","+0034,1","10066,1",,,,"2,1,02,1","2,1,02,1",,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09112,1","7,1,021,1,+999,9","10,1",,"SYN06036870 41996 83201 10132 20034 39112 40066 57021 71022 8805/=",
"36870099999","2022-03-26T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0111,1","+0035,1","10066,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09106,1","7,1,006,1,+999,9",,,"SYN06436870 42997 82301 10111 20035 39106 40066 57006 8807/ 555 11011=",
"36870099999","2022-03-26T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0089,1","+0041,1","10086,1",,,,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,"240,M,+0134,1","99999,9,09118,1","3,1,012,1,+999,9",,,"SYN06436870 325// 82301 10089 20041 39118 40086 53012 8697/ 333 10134=",
"36870099999","2022-03-26T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0103,1","+0020,1","10074,1",,,,,,,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,"120,M,+0134,1","99999,9,09111,1","8,1,007,1,+999,9",,,"SYN06436870 325// 82301 10103 20020 39111 40074 58007 8697/ 333 10134=",
"36870099999","2022-03-26T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0097,1","+0048,1","10072,1",,,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09107,1","7,1,004,1,+999,9","80,1",,"SYN06036870 415// 82301 10097 20048 39107 40072 57004 78082 889//=",
"36870099999","2022-03-27T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0020,1","99999,9,9,N","999999,9,9,9","+0072,1","+0055,1","10168,1",,,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09186,1","3,1,079,1,+999,9","81,1","3,99,0050,1,999","SYN08036870 415// 82302 10072 20055 39186 40168 53079 78182 889// 333 91105 555 12007=",
"36870099999","2022-03-27T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","200,1,N,0030,1","99999,9,9,N","010000,1,9,9","+0088,1","-0017,1","10186,1","00,0230,3,1",,,"8,1,02,1","2,1,02,1",,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,"240,N,+0045,1","99999,9,09206,1","8,1,015,1,+999,9","02,1",,"SYN07636870 11597 82003 10088 21017 39206 40186 58015 60230 70282 8595/ 333 20045=",
"36870099999","2022-03-27T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","010000,1,9,9","+0107,1","-0049,1","10166,1",,,,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09194,1","7,1,012,1,+999,9",,,"SYN05436870 42597 80000 10107 21049 39194 40166 57012 889//=",
"36870099999","2022-03-27T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","010000,1,9,9","+0093,1","-0001,1","10190,1",,,,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09211,1","3,1,017,1,+999,9",,,"SYN06436870 42597 80000 10093 21001 39211 40190 53017 82971 555 11011=",
"36870099999","2022-03-27T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0060,1","+0035,1","10233,1","00,0008,3,1",,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"120,M,+0110,1","99999,9,09241,1","2,1,007,1,+999,9","80,1",,"SYN07636870 115// 80000 10060 20035 39241 40233 52007 69980 78082 889// 333 10110=",
"36870099999","2022-03-27T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0050,1","+0027,1","10215,1",,,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09221,1","8,1,020,1,+999,9","02,1",,"SYN06036870 415// 80000 10050 20027 39221 40215 58020 70282 889//=",
"36870099999","2022-03-28T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0050,1","+0022,1","10215,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09221,1","4,1,000,1,+999,9",,"3,99,0050,1,999","SYN07436870 429// 80000 10050 20022 39221 40215 54000 8805/ 333 91105 555 11004=",
"36870099999","2022-03-28T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0092,1","+0007,1","10194,1","00,0020,3,1",,,"2,1,02,1","2,1,02,1",,,"06,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9",,"240,N,+0040,1","99999,9,09215,1","8,1,012,1,+999,9","10,1",,"SYN07636870 11996 60501 10092 20007 39215 40194 58012 60020 71022 86030 333 20040=",
"36870099999","2022-03-28T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","090,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0111,1","-0002,1","10167,1",,,,,,,,"06,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","06,99,1,06,1,99,9,99999,9,99,9,99,9",,,"99999,9,09197,1","7,1,018,1,+999,9",,,"SYN05436870 42996 60901 10111 21002 39197 40167 57018 86030=",
"36870099999","2022-03-28T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0102,1","+0006,1","10189,1",,,,"2,1,02,1","2,1,02,1",,,"06,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,06,1,99,9,00800,1,99,9,99,9",,,"99999,9,09214,1","3,1,017,1,+999,9","10,1",,"SYN07036870 41596 80501 10102 20006 39214 40189 53017 71022 8697/ 555 11011=",
"36870099999","2022-03-28T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0088,1","+0010,1","10209,1",,,,,,,,"05,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","05,99,1,05,1,99,9,99999,9,99,9,99,9",,"240,M,+0116,1","99999,9,09227,1","2,1,013,1,+999,9",,,"SYN06436870 329// 50501 10088 20010 39227 40209 52013 85030 333 10116=",
"36870099999","2022-03-28T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0059,1","+0013,1","10190,1",,,,,,,,,,,,,,"120,M,+0116,1","99999,9,09200,1","8,1,027,1,+999,9",,,"SYN05836870 329// 00000 10059 20013 39200 40190 58027 333 10116=",
"36870099999","2022-03-28T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","999999,9,9,9","+0048,1","-0008,1","10180,1",,,,,,,,"03,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","03,99,1,03,1,99,9,99999,9,99,9,99,9",,,"99999,9,09188,1","7,1,012,1,+999,9",,,"SYN05436870 429// 30000 10048 21008 39188 40180 57012 83030=",
"36870099999","2022-03-29T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","130,1,N,0010,1","22000,1,9,N","999999,9,9,9","+0052,1","-0012,1","10168,1",,,,"3,1,02,1","0,1,02,1",,,,,,"9,AGL   ,+99999,+99999","02,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09178,1","7,1,010,1,+999,9","20,1","3,99,0030,1,999","SYN07436870 429// 21301 10052 21012 39178 40168 57010 72030 333 91103 555 11002=",
"36870099999","2022-03-29T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","+0090,1","-0005,1","10168,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09191,1","3,1,013,1,+999,9",,,"SYN08636870 32998 80000 10090 21005 39191 40168 53013 80001 333 55064 555 20040 31040 7000/=","Q01    003SCCGA1"
"36870099999","2022-03-29T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","020000,1,9,9","+0150,1","+0014,1","10142,1",,,,,,,,"02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,99999,9,99,9,99,9",,"240,N,+0040,1","99999,9,09187,1","8,1,004,1,+999,9",,,"SYN06436870 32998 53601 10150 20014 39187 40142 58004 82031 333 20040=",
"36870099999","2022-03-29T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","330,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0163,1","-0023,1","10130,1",,,,,,,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09180,1","7,1,007,1,+999,9",,,"SYN05436870 42597 83301 10163 21023 39180 40130 57007 82931=",
"36870099999","2022-03-29T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0026,2","+0008,1","10315,2",,,,"9,1,02,1","8,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09302,2","3,1,122,1,+999,9","80,1",,"SYN07036870 41596 80501 10026 20008 39302 40315 53122 78098 889// 555 12006=",
"36870099999","2022-03-29T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0005,1","-0009,1","10424,2","00,0170,3,1",,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,"120,M,+0172,1","99999,9,09393,2","2,1,024,1,+999,9","85,1",,"SYN07636870 115// 80701 10005 21009 39393 40424 52024 60170 78582 889// 333 10172=",
"36870099999","2022-03-29T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0003,1","-0032,1","10411,1",,,,"8,1,02,1","2,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09377,1","8,1,016,1,+999,9","02,1",,"SYN06036870 419// 60000 11003 21032 39377 40411 58016 70282 80004=","Q01    003SCCGA1"
"36870099999","2022-03-30T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","-0014,1","-0049,1","10414,1",,,,"8,1,02,1","1,1,02,1",,,,,,,,,,"99999,9,09376,1","7,1,001,1,+999,9","01,1","3,99,0130,1,999","SYN07436870 419// 00000 11014 21049 39376 40414 57001 70181 333 91113 555 14104=",
"36870099999","2022-03-30T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","180,1,N,0020,1","99999,9,9,N","020000,1,9,9","+0062,1","-0040,1","10379,1","00,0004,3,1",,,,,,,,,,,,,"240,N,-0020,1","99999,9,09372,1","8,1,008,1,+999,9",,,"SYN06436870 12998 01802 10062 21040 39372 40379 58008 69940 333 21020=",
"36870099999","2022-03-30T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0020,1","99999,9,9,N","020000,1,9,9","+0091,1","-0024,1","10344,1",,,,,,,,,,,,,,,"99999,9,09350,1","7,1,022,1,+999,9",,,"SYN04836870 42998 00502 10091 21024 39350 40344 57022=",
"36870099999","2022-03-30T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0096,1","-0027,1","10332,1",,,,,,,,,,,,,,,"99999,9,09341,1","7,1,009,1,+999,9",,,"SYN05836870 42997 00501 10096 21027 39341 40332 57009 555 11014=",
"36870099999","2022-03-30T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0059,1","+0005,1","10345,1",,,,,,,,,,,,,,"240,M,+0107,1","99999,9,09341,1","4,1,000,1,+999,9",,,"SYN05836870 329// 00501 10059 20005 39341 40345 54000 333 10107=",
"36870099999","2022-03-30T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0032,1","-0002,1","10334,1",,,,,,,,,,,,,,"120,M,+0107,1","99999,9,09321,1","8,1,020,1,+999,9",,,"SYN05836870 329// 00501 10032 21002 39321 40334 58020 333 10107=",
"36870099999","2022-03-30T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0013,1","-0009,1","10322,1",,,,,,,,,,,,,,,"99999,9,09303,1","7,1,018,1,+999,9",,,"SYN04836870 429// 00401 10013 21009 39303 40322 57018=",
"36870099999","2022-03-31T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0004,1","-0024,1","10312,1",,,,,,,,,,,,,,,"99999,9,09291,1","7,1,012,1,+999,9",,"3,99,0030,1,999","SYN06836870 429// 00401 10004 21024 39291 40312 57012 333 91103 555 11000=",
"36870099999","2022-03-31T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","+0064,1","-0022,1","10288,1",,,,,,,,,,,,,,,"99999,9,09290,1","7,1,001,1,+999,9",,,"SYN08036870 32998 00000 10064 21022 39290 40288 57001 333 55108 555 20002 31101 7000/=",
"36870099999","2022-03-31T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","320,1,N,0020,1","99999,9,9,N","020000,1,9,9","+0116,1","-0002,1","10260,1",,,,,,,,,,,,,,"240,N,+0002,1","99999,9,09282,1","7,1,008,1,+999,9",,,"SYN05836870 32998 03202 10116 21002 39282 40260 57008 333 20002=",
"36870099999","2022-03-31T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0163,1","+0005,1","10221,1",,,,,,,,,,,,,,,"99999,9,09262,1","7,1,020,1,+999,9",,,"SYN04836870 42997 00501 10163 20005 39262 40221 57020=",
"36870099999","2022-03-31T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","040,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0161,1","-0009,1","10216,1",,,,,,,,,,,,,,,"99999,9,09257,1","7,1,005,1,+999,9",,,"SYN05836870 42997 00401 10161 21009 39257 40216 57005 555 11017=",
"36870099999","2022-03-31T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0115,1","+0003,1","10232,1",,,,,,,,,,,,,,"240,M,+0175,1","99999,9,09257,1","4,1,000,1,+999,9",,,"SYN05836870 329// 00000 10115 20003 39257 40232 54000 333 10175=",
"36870099999","2022-03-31T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0088,1","+0008,1","10231,1",,,,,,,,,,,,,,"120,M,+0175,1","99999,9,09247,1","8,1,010,1,+999,9",,,"SYN05836870 329// 00000 10088 20008 39247 40231 58010 333 10175=",
"36870099999","2022-03-31T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0075,1","-0007,1","10222,1",,,,,,,,,,,,,,,"99999,9,09234,1","7,1,013,1,+999,9",,,"SYN04836870 429// 00501 10075 21007 39234 40222 57013=",
"36870099999","2022-04-01T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0061,1","-0016,1","10216,1",,,,,,,,,,,,,,,"99999,9,09225,1","7,1,009,1,+999,9",,"3,99,0030,1,999","SYN06836870 429// 00000 10061 21016 39225 40216 57009 333 91103 555 11001=",
"36870099999","2022-04-01T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","+0110,1","-0007,1","10197,1",,,,,,,,,,,,,,,"99999,9,09223,1","7,1,002,1,+999,9",,,"SYN07436870 32998 00000 10110 21007 39223 40197 57002 333 55105 555 20056 7000/=",
"36870099999","2022-04-01T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","+0220,1","+0017,1","10152,1",,,,,,,,"05,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","06,99,1,05,1,99,9,99999,9,99,9,99,9",,,"99999,9,09217,1","8,1,008,1,+999,9",,,"SYN05436870 42998 60000 10220 20017 39217 40152 58008 85031=",
"36870099999","2022-04-01T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","22000,1,9,N","020000,1,9,9","+0201,1","+0009,1","10160,1",,,,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09219,1","3,1,002,1,+999,9",,,"SYN06436870 42998 20000 10201 20009 39219 40160 53002 82030 555 10021=",
"36870099999","2022-04-01T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0152,1","+0016,1","10188,1",,,,,,,,,,,,,,"240,M,+0222,1","99999,9,09229,1","2,1,010,1,+999,9",,,"SYN05836870 329// 00000 10152 20016 39229 40188 52010 333 10222=",
"36870099999","2022-04-01T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0133,1","-0019,1","10206,1",,,,,,,,,,,,,,"120,M,+0222,1","99999,9,09239,1","2,1,010,1,+999,9",,,"SYN05836870 329// 00501 10133 21019 39239 40206 52010 333 10222=",
"36870099999","2022-04-01T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","999999,9,9,9","+0121,1","-0010,1","10196,1",,,,,,,,,,,,,,,"99999,9,09226,1","8,1,013,1,+999,9",,,"SYN04836870 429// 00000 10121 21010 39226 40196 58013=",
"36870099999","2022-04-02T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","120,1,N,0010,1","22000,1,9,N","999999,9,9,9","+0108,1","-0017,1","10203,1",,,,,,,,"02,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","02,99,1,02,1,99,9,99999,9,99,9,99,9",,,"99999,9,09228,1","3,1,002,1,+999,9",,"3,99,0020,1,999","SYN07436870 429// 21201 10108 21017 39228 40203 53002 82030 333 91102 555 10005=",
"36870099999","2022-04-02T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,0000,5","99999,9,9,N","020000,1,9,9","+0148,1","+0007,1","10202,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09240,1","2,1,012,1,+999,9",,,"SYN08036870 32998 60000 10148 20007 39240 40202 52012 80001 333 55107 555 20102 7000/=","Q01    003SCCGA1"
