"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AJ1","AL1","AY1","AY2","AZ1","AZ2","GA1","GA2","GA3","GE1","GF1","IA1","KA1","MA1","MD1","MW1","OD1","REM","EQD"
"36870099999","2022-01-02T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","110,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0035,1","-0042,1","10205,1",,,,,,,,"02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,99999,9,99,9,99,9",,"240,N,-0019,1","99999,9,09205,1","2,1,002,1,+999,9",,,"SYN06436870 32997 81101 10035 21042 39205 40205 52002 82031 333 21019=",
"36870099999","2022-01-02T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","170,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0054,1","-0033,1","10187,1",,,,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","08,99,1,03,1,99,9,99999,9,99,9,99,9",,,"99999,9,09195,1","8,1,010,1,+999,9",,,"SYN05436870 42997 81701 10054 21033 39195 40187 58010 83031=",
"36870099999","2022-01-02T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0029,1","-0026,1","10200,1",,,,"2,1,02,1","2,1,02,1",,,"02,1,+00800,1,09,1","99,9,+99999,9,03,1","99,9,+99999,9,00,1","9,AGL   ,+99999,+99999","08,99,1,02,1,99,9,00800,1,99,9,99,9",,,"99999,9,09199,1","3,1,004,1,+999,9","10,1",,"SYN07036870 415// 80000 10029 21026 39199 40200 53004 71022 82971 555 1/101=",
"36870099999","2022-01-02T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0012,1","-0021,1","10208,1",,,,"2,1,02,1","2,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"240,M,+0058,1","99999,9,09201,1","2,1,002,1,+999,9","10,1",,"SYN07036870 319// 80000 10012 21021 39201 40208 52002 71022 80001 333 10058=","Q01    003SCCGA1"
"36870099999","2022-01-02T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0007,1","-0024,1","10195,1",,,,"1,1,02,1","1,1,02,1",,,,,,,,,"120,M,+0058,1","99999,9,09187,1","8,1,014,1,+999,9","10,1",,"SYN06436870 319// 00000 10007 21024 39187 40195 58014 71011 333 10058=",
"36870099999","2022-01-02T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","170,1,N,0010,1","22000,1,9,N","999999,9,9,9","-0007,1","-0053,1","10194,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09181,1","7,1,006,1,+999,9",,,"SYN05436870 429// 21701 11007 21053 39181 40194 57006 80001=","Q01    003SCCGA1"
"36870099999","2022-01-03T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","22000,1,9,N","999999,9,9,9","-0014,1","-0048,1","10176,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","02,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09162,1","7,1,019,1,+999,9",,"3,99,0020,1,999","SYN07436870 429// 20000 11014 21048 39162 40176 57019 80001 333 91102 555 1/108=","Q01    003SCCGA1"
"36870099999","2022-01-03T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","150,1,N,0010,1","99999,9,9,N","020000,1,9,9","-0019,1","-0054,1","10152,1",,"0002,3,1,000200,9,9",,,,,,"02,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,02,1,99,9,99999,9,99,9,99,9","26,9",,"99999,9,09139,1","7,1,023,1,+999,9",,,"SYN08636870 32998 51501 11019 21054 39139 40152 57023 82041 333 42002 55010 555 21019 7000/=",
"36870099999","2022-01-03T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","140,1,N,0010,1","22000,1,9,N","010000,1,9,9","+0034,1","-0046,1","10101,1",,,,,,,,"01,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","02,99,1,01,1,99,9,99999,9,99,9,99,9",,"240,N,-0019,1","99999,9,09112,1","7,1,027,1,+999,9",,,"SYN06436870 32997 21401 10034 21046 39112 40101 57027 81041 333 21019=",
"36870099999","2022-01-03T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","140,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0064,1","-0024,1","10055,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09080,1","7,1,032,1,+999,9",,,"SYN05436870 42997 61401 10064 21024 39080 40055 57032 80004=","Q01    003SCCGA1"
"36870099999","2022-01-03T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","010000,1,9,9","+0035,1","-0027,1","10066,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09080,1","4,1,000,1,+999,9",,,"SYN06436870 42997 82301 10035 21027 39080 40066 54000 80004 555 1/000=","Q01    003SCCGA1"
"36870099999","2022-01-03T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0026,1","-0050,1","10079,1",,,,,,,,"03,1,+99999,9,03,1","99,9,+99999,9,00,1",,"9,AGL   ,+99999,+99999","05,99,1,03,1,99,9,99999,9,99,9,99,9",,"240,M,+0073,1","99999,9,09088,1","3,1,008,1,+999,9",,,"SYN06436870 329// 52301 10026 21050 39088 40079 53008 83031 333 10073=",
"36870099999","2022-01-03T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0016,1","-0052,1","10077,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0073,1","99999,9,09083,1","8,1,005,1,+999,9",,,"SYN06436870 329// 82301 10016 21052 39083 40077 58005 80002 333 10073=","Q01    003SCCGA1"
"36870099999","2022-01-03T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0006,1","-0055,1","10078,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09081,1","7,1,002,1,+999,9",,,"SYN05436870 429// 62301 10006 21055 39081 40078 57002 80001=","Q01    003SCCGA1"
"36870099999","2022-01-04T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0024,1","-0056,1","10083,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09091,1","3,1,010,1,+999,9",,,"SYN07036870 429// 82301 10024 21056 39091 40083 53010 8807/ 555 1/102 91102=",
"36870099999","2022-01-04T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0058,1","-0048,1","10093,1",,"0001,3,1,000100,9,9",,,,,,"99,9,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9","26,9",,"99999,9,09112,1","2,1,021,1,+999,9",,,"SYN08636870 32997 80000 10058 21048 39112 40093 52021 8005/ 333 42001 55024 555 20004 7000/=","Q01    003SCCGA1"
"36870099999","2022-01-04T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0066,1","-0016,1","10115,1",,,,"8,1,02,1","2,1,02,1",,,"05,1,+00800,1,09,1","99,9,+99999,9,03,1",,"9,AGL   ,+99999,+99999","08,99,1,05,1,99,9,00800,1,99,9,99,9",,"240,N,+0004,1","99999,9,09135,1","2,1,023,1,+999,9","02,1",,"SYN07036870 31597 80000 10066 21016 39135 40115 52023 70282 8595/ 333 20004=",
"36870099999","2022-01-04T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","004000,1,9,9","+0052,1","-0003,1","10133,1",,,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09147,1","2,1,012,1,+999,9","80,1",,"SYN06036870 41596 80000 10052 21003 39147 40133 52012 78082 889//=",
"36870099999","2022-01-04T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","200,1,N,0010,1","99999,9,9,N","004000,1,9,9","+0046,1","+0020,1","10148,1",,,,"8,1,02,1","2,1,02,1",,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9",,,"99999,9,09158,1","2,1,011,1,+999,9","80,1",,"SYN07036870 41596 82001 10046 20020 39158 40148 52011 78082 889// 555 1/000=",
"36870099999","2022-01-04T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0031,1","+0009,1","10153,1","00,0009,3,1",,,"8,1,02,1","2,1,02,1",,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,"120,M,+0076,1","99999,9,09158,1","3,1,003,1,+999,9","02,1",,"SYN07636870 119// 80000 10031 20009 39158 40153 53003 69990 70282 80001 333 10076=","Q01    003SCCGA1"
"36870099999","2022-01-04T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0028,1","+0003,1","10159,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09162,1","2,1,004,1,+999,9",,,"SYN05436870 429// 80000 10028 20003 39162 40159 52004 8805/=",
"36870099999","2022-01-05T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0038,1","+0003,1","10157,1",,,,,,,,"08,1,+99999,9,03,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,99999,9,99,9,99,9",,,"99999,9,09163,1","2,1,001,1,+999,9",,"3,99,0020,1,999","SYN07436870 429// 80000 10038 20003 39163 40157 52001 88050 333 91102 555 1/101=",
"36870099999","2022-01-05T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","240,1,N,0010,1","00030,1,W,N","000050,1,9,9","+0008,1","+0003,1","10196,1","00,0000,9,1",,,"5,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"240,N,+0010,1","99999,9,09188,1","2,1,011,1,+999,9","47,1",,"SYN07036870 11/91 92401 10008 20003 39188 40196 52011 69900 74754 333 20010=","Q01  00002PRCP00"
"36870099999","2022-01-05T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0018,1","+0003,1","10180,1",,,,"4,1,02,1","2,1,02,1",,,"08,1,+00450,1,07,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00450,1,99,9,99,9",,,"99999,9,09178,1","8,1,010,1,+999,9","10,1",,"SYN06036870 41494 82301 10018 20003 39178 40180 58010 71042 886//=",
"36870099999","2022-01-05T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","00120,1,W,N","000500,1,9,9","+0003,1","-0002,1","10212,1",,,,"4,1,02,1","2,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09201,1","3,1,023,1,+999,9","45,1",,"SYN06436870 41/93 92301 10003 21002 39201 40212 53023 74542 555 1/000=",
"36870099999","2022-01-05T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0002,1","-0008,1","10209,1","00,0000,9,1",,,"4,1,02,1","2,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"240,M,+0024,1","99999,9,09197,1","8,1,004,1,+999,9","47,1",,"SYN07036870 11/// 93601 11002 21008 39197 40209 58004 69900 74742 333 10024=","Q01  00002PRCP00"
"36870099999","2022-01-05T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0002,1","-0008,1","10209,1","00,0000,9,1",,,"4,1,02,1","2,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0024,1","99999,9,09197,1","8,1,004,1,+999,9","47,1",,"SYN07036870 11/// 93601 11002 21008 39197 40209 58004 69900 74742 333 10024=","Q01  00002PRCP00"
"36870099999","2022-01-05T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0007,1","-0007,1","10210,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09196,1","7,1,001,1,+999,9","45,1",,"SYN06436870 41/// 93601 11007 21007 39196 40210 57001 74544 333 93400=",
"36870099999","2022-01-06T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","360,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0012,1","-0015,1","10213,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09197,1","3,1,001,1,+999,9","45,1",,"SYN08036870 41/// 93601 11012 21015 39197 40213 53001 74544 333 93495 555 1/100 91103=",
"36870099999","2022-01-06T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","00030,1,W,N","000050,1,9,9","-0012,1","-0015,1","10219,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"240,N,-0015,1","99999,9,09202,1","8,1,006,1,+999,9","45,1",,"SYN06436870 31/91 92301 11012 21015 39202 40219 58006 74544 333 21015=",
"36870099999","2022-01-06T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","00060,1,W,N","000200,1,9,9","-0007,1","-0015,1","10211,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09197,1","7,1,005,1,+999,9","47,1",,"SYN05436870 41/92 90000 11007 21015 39197 40211 57005 74744=",
"36870099999","2022-01-06T12:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","00060,1,W,N","000200,1,9,9","-0008,1","-0016,1","10227,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09211,1","3,1,014,1,+999,9","45,1",,"SYN06436870 41/92 90000 11008 21016 39211 40227 53014 74544 555 1/100=",
"36870099999","2022-01-06T15:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0008,1","-0019,1","10227,1",,,,"4,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"240,M,-0006,1","99999,9,09211,1","4,1,000,1,+999,9","45,1",,"SYN06436870 31/// 90000 11008 21019 39211 40227 54000 74544 333 11006=",
"36870099999","2022-01-06T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0013,1","-0025,1","10255,1",,,,"4,1,02,1","2,1,02,1",,,,,,,,,"120,M,-0006,1","99999,9,09234,1","3,1,023,1,+999,9","28,1",,"SYN06436870 319// 00000 11013 21025 39234 40255 53023 72842 333 11006=",
"36870099999","2022-01-06T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0030,1","-0025,1","10249,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","06,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09244,1","2,1,010,1,+999,9",,,"SYN05436870 429// 60501 10030 21025 39244 40249 52010 80004=","Q01    003SCCGA1"
"36870099999","2022-01-07T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","230,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0030,1","-0019,1","10263,1",,,,,,,,"99,9,+99999,9,00,1",,,"9,AGL   ,+99999,+99999","08,99,1,00,1,99,9,99999,9,99,9,99,9",,,"99999,9,09256,1","2,1,012,1,+999,9",,"3,99,0020,1,999","SYN07436870 429// 82301 10030 21019 39256 40263 52012 80004 333 91102 555 1/000=","Q01    003SCCGA1"
"36870099999","2022-01-07T03:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","010000,1,9,9","+0020,1","-0009,1","10282,1",,"0001,3,1,000100,9,9",,,,,,"08,1,+00800,1,09,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00800,1,99,9,99,9","26,9",,"99999,9,09270,1","2,1,014,1,+999,9",,,"SYN08636870 32597 80000 10020 21009 39270 40282 52014 889// 333 42001 55000 555 21014 7000/=",
"36870099999","2022-01-07T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0006,1","+0001,1","10319,1","00,0005,3,1",,,"8,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,"120,M,+0026,1","99999,9,09299,1","8,1,003,1,+999,9","80,1",,"SYN07036870 11/// 90000 10006 20001 39299 40319 58003 69950 78084 333 10026=",
"36870099999","2022-01-07T21:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","+0002,1","-0009,1","10310,1",,,,"8,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09289,1","7,1,010,1,+999,9","80,1",,"SYN06436870 41/// 90000 10002 21009 39289 40310 57010 78084 333 96047=",
"36870099999","2022-01-08T00:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0001,1","-0009,1","10307,1",,,,"8,1,02,1","4,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09285,1","7,1,004,1,+999,9","43,1","3,99,0020,1,999","SYN07436870 41/// 90000 11001 21009 39285 40307 57004 74384 333 91102 555 1/000=",
"36870099999","2022-01-08T06:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","070,1,N,0010,1","99999,9,9,N","001000,1,9,9","+0000,1","-0011,1","10281,1","00,0006,3,1",,,"8,1,02,1","4,1,02,1",,,"08,1,+00450,1,07,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00450,1,99,9,99,9",,"240,N,-0006,1","99999,9,09262,1","7,1,017,1,+999,9","28,1",,"SYN07636870 11494 80701 10000 21011 39262 40281 57017 69960 72884 886// 333 21006=",
"36870099999","2022-01-08T09:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","00120,1,W,N","000500,1,9,9","-0003,1","-0014,1","10254,1",,,,"4,1,02,1","2,1,02,1",,,,,,,"09,99,1,99,9,99,9,99999,9,99,9,99,9",,,"99999,9,09237,1","7,1,025,1,+999,9","43,1",,"SYN05436870 41/93 90000 11003 21014 39237 40254 57025 74342=",
"36870099999","2022-01-08T18:00:00","4","43.2333333","76.9333333","851.0","ALMATY, KZ","FM-12","99999","V020","999,9,C,9999,9","99999,9,9,N","999999,9,9,9","-0004,1","-0021,1","10246,1","00,0000,9,1",,,"2,1,02,1","2,1,02,1",,,"08,1,+00450,1,07,1",,,"9,AGL   ,+99999,+99999","08,99,1,08,1,99,9,00450,1,99,9,99,9",,"120,M,+0001,1","99999,9,09229,1","8,1,004,1,+999,9","10,1",,"SYN07636870 114// 80000 11004 21021 39229 40246 58004 69900 71022 886// 333 10001=","Q01  00002PRCP00"
